,SITE_NAME,PLANNING_CATEGORY,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,CULTURAL_LANDSCAPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,centroid
1461,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRT297,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96176063   51.11212896]
1462,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRT302,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.94994093   51.11260965]
1463,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRT305,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96444422   51.11460372]
1464,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MRT306,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.9649707    51.11309218]
1465,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN026,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19571055   51.12073598]
1466,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN029,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19089499   51.1175351 ]
1467,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,MRT309,,CALGARY PARKS,CALGARY PARKS,2020/05/04:  AS PER C STOTSCHEK AGREEMENT FOR MAINTENANCE BY ADJACENT HOMEOWNER ABOLISHED,ACTIVE,[-113.96282915   51.11514323]
1468,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN034,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.18472294   51.11578025]
1469,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,MRT315,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96186271   51.1151296 ]
1470,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN020,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19273095   51.12581067]
1471,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC612,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04138666   50.89718477]
1472,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC618,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04785741   50.8976052 ]
1473,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,AUB011,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-113.95005405   50.8999085 ]
1474,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ROY308,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.23048353   51.1524965 ]
1475,ROYAL OAK SCHOOL; WILLIAM D PRATT SCHOOL; ROCKY RIDGE ROYAL OAK COMMUNITY ASSOC,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ROY370,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.22241459   51.14848459]
1476,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ROY376,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.21965377   51.14347936]
1477,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ROY309,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.21427159   51.14686001]
1478,ST ISABELLA ELEMENTARY JUNIOR HIGH SCHOOL,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CPF846,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-113.93532984   50.91012335]
1479,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CHA837,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02538194   50.87803851]
1480,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SAD339,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.94976559   51.1311323 ]
1481,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RIV956,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01939254   50.96890395]
1482,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SIG729,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1807545    51.01851406]
1483,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SIG735,,CALGARY PARKS SHARED,CALGARY PARKS,"IMPORTANT: THIS SITE HAS AN UNDERGOUND WATER RESERVOIR, NO TRUCKS AND ONLY LIGHT MOWERS ARE ALLOWED ON THIS SITE. NO PESTICIDE OR HERBICIDE APPLICATION ALLOWED",ACTIVE,[-114.17238392   51.02822323]
1484,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIG716,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.16869209   51.02807138]
1485,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RMT806,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08869994   51.07893582]
1486,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SIG721,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17179744   51.02602852]
1487,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MOR389,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.93363484   51.09402687]
1488,,NON-PARK,1,TITLED,NO BREAKDOWN,,,STA191,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12769352   51.06804931]
1489,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIL253,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20284201   51.11705708]
1490,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIL258,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.18494558   51.10905607]
1491,,NON-PARK,1,TITLED,NO BREAKDOWN,,,NHV812,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09211025   51.09023086]
1492,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DIA525,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.01979822   50.94760644]
1493,ASCENSION OF OUR LORD ELEM & JR HIGH,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAR639,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.05466112   51.14916886]
1494,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,2019/06/27: AT CCC CHANGE STEWARD TO INCLUDE SCHOOL 2023/01/04: SITE WAS SET TO INSTALLED TO NOT CREATE ERROR WHEN ADDING BVAP,SET018,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-113.95065175   50.87031435]
1495,CENTENNIAL HIGH SCHOOL,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,SDC396,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.0533442   50.9053533]
1496,SUNDANCE ELEM,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC398,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.04584259   50.89991258]
1497,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,2018/02/13: AS PER J MERRIMAN: RE&DS HAS NO LEASES OR ENCROACHMENT AGREEMENTS ON FILE FOR 48 SUNVISTA CL SE,SDC620,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.03289217   50.89594136]
1498,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,SKR016,,CALGARY PARKS,CALGARY PARKS SHARED,"TO BE MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.95439511   51.15558858]
1499,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,SDC625,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04750977   50.89590301]
1500,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC434,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05136562   50.89758618]
1501,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SDC437,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03221336   50.90326933]
1502,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SIG720,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.16886252   51.03120377]
1503,FRANCOPHONE ECOLE DU NOUVEAU MONDE ELEM; SCENIC ACRES RAVINE,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCE275,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.21475376   51.11358965]
1504,DR GORDON HIGGINS JR HIGH; ST RUPERT ELEM,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT RUN248,RUN248,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.97176808   51.07578599]
1505,HUGH A BENNETT SCHOOL,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT SAD379,SAD379,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.92887572   51.13206603]
1506,VILLAGE SQUARE LEISURE CENTRE,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,PIN088,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.95405397   51.07630025]
1507,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,PIN936,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95705806   51.07018746]
1508,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HSN012,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.26639687   51.10466695]
1509,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,TUS647,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.23752035   51.11464495]
1510,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC981,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04943582   50.89470716]
1511,ST PHILIP ELEM,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,PKL336,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.03771635   50.92863035]
1512,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,DOV815,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.99880828   51.01891971]
1513,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RIV843,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.01740036   50.97836293]
1514,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,RIV844,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.0230165    50.97767028]
1515,SADDLE RIDGE SCHOOL,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT SAD370,SAD370,,CALGARY PARKS SHARED,CALGARY PARKS,SEE R:\GROUNDS\MISC\SAD370,ACTIVE,[-113.93645369   51.1367983 ]
1516,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN027,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19909196   51.12121581]
1517,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.186073     51.11971495]
1518,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RAN035,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17986757   51.11357168]
1519,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN260,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97728133   51.07361159]
1520,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN261,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97956784   51.06970191]
1521,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN262,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97701758   51.06822072]
1522,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN263,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97551756   51.070554  ]
1523,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN264,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.9728608    51.06830077]
1524,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN267,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96491768   51.07245546]
1525,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN268,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96901617   51.07257794]
1526,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,LKB566,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04028096   50.94738785]
1527,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SHS426,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.07887933   50.92647811]
1528,BEARSPAW NATURAL AREA,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,01H001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.31123956   51.12551227]
1529,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BLM005,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06110782   50.86423912]
1530,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SDC446,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03519114   50.90770765]
1531,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,THO705,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05801976   51.10282379]
1532,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,THO710,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05521392   51.10626384]
1533,SIMONS VALLEY ELEM; MONSIGNOR NEVIILLE ANDERSON ELEM; SANDSTONE MACEWAN COMMUNITY ASSOC,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SAN123,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.10642371   51.13923759]
1534,ST BASIL SCHOOL,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT TUS602,TUS602,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.24762429   51.11917985]
1535,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TUS604,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.2494957    51.11833157]
1536,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SDC433,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03047764   50.90539219]
1537,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC438,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02692247   50.89829795]
1538,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN272,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96723578   51.07909865]
1539,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ROC669,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.23809389   51.1441061 ]
1540,GRIFFITH WOODS SCHOOL,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SPH987,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.19572339   51.03161604]
1541,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,THO700,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08075219   51.10826243]
1542,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,THO704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05808591   51.10142079]
1543,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SDC371,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03861628   50.90493601]
1544,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SDC393,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03967689   50.90838971]
1545,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RED576,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.9384815    51.04128126]
1546,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC440,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.02841507   50.90226673]
1547,,NON-PARK,1,TITLED,NO BREAKDOWN,,2018/02/13: AS PER J MERRIMAN: RE&DS HAS NO LEASES OR ENCROACHMENT AGREEMENTS,SDC604,,CALGARY PARKS,OUTSIDE AGENCY,2018/02/13: AS PER J MERRIMAN: MAINTAINED BY RESIDENT OF 105 SUNHARBOUR WY SE;  NO LEASE OR ENCROACHMENT AGREEMENT ON FILE,ACTIVE,[-114.0284369   50.8959591]
1548,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC605,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0367957    50.89725267]
1549,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC397,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0519098    50.90208263]
1550,SUNNYSIDE COMMUNITY GARDEN,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SSD112,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.0719911    51.06053022]
1551,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM053,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.93654764   51.08997554]
1552,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN269,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97020124   51.07256635]
1553,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN270,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95979195   51.07418422]
1554,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SKR401,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.96739664   51.1595761 ]
1555,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RUN271,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.96857086   51.07593234]
1556,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SPR773,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1427717    51.05168774]
1557,GUY WEADICK ELEM SCHOOL,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM061,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95273743   51.08733149]
1558,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SDC606,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.03894209   50.89931566]
1559,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,,,MCT831,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.96405058   50.91069246]
1560,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,KCA835,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.13364384   51.15819786]
1561,NOTRE DAME SR HIGH; VIVO RECREATION CENTRE,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CHV960,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"PARKS DEPOT ON SITE; OTHER AREAS MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.05832418   51.15798615]
1562,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,SHN649,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0951054   50.9068348]
1563,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SCE375,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.21402681   51.11843241]
1564,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SHN626,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09556326   50.906478  ]
1565,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SHN627,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09303346   50.90692553]
1566,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM038,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95777886   51.083079  ]
1567,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM039,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95614459   51.08418309]
1568,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM040,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95459908   51.08264401]
1569,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM041,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95152803   51.08332779]
1570,PRINCE OF PEACE ELEM & JR HIGH,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT AUB009,AUB009,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.95140058   50.89347091]
1571,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CGR226,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.19436908   51.06892447]
1572,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT DIA514,DIA514,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0230235    50.94522899]
1573,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIL262,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19521486   51.10780454]
1574,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SIL269,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.20426046   51.11161255]
1575,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,BLM013,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0682635    50.87135607]
1576,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,DDG046,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.0182604    50.96121444]
1577,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM044,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.94576733   51.08172157]
1578,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TEM042,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.94971317   51.08238465]
1579,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,SKR017,,CALGARY PARKS,CALGARY PARKS SHARED,"TO BE MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.95434778   51.15477406]
